1,25
2,50
3,75
4,100
5,125
6,150
7,175
8,200
9,224
10,249
11,273
12,297
13,321
14,345
15,368
16,391
17,414
18,437
19,460
20,482
21,504
22,525
23,546
24,567
25,588
26,608
27,628
28,647
29,666
30,685
31,703
32,720
33,738
34,754
35,771
36,786
37,802
38,816
39,831
40,844
41,858
42,870
43,882
44,894
45,905
46,915
47,925
48,934
49,943
50,951
51,959
52,965
53,972
54,977
55,982
56,987
57,990
58,994
59,996
60,998
61,999
62,1000
63,1000
64,999
65,998
66,996
67,994
68,990
69,987
70,982
71,977
72,972
73,965
74,959
75,951
76,943
77,934
78,925
79,915
80,905
81,894
82,882
83,870
84,858
85,844
86,831
87,816
88,802
89,786
90,771
91,754
92,738
93,720
94,703
95,685
96,666
97,647
98,628
99,608
100,588
101,567
102,546
103,525
104,504
105,482
106,460
107,437
108,414
109,391
110,368
111,345
112,321
113,297
114,273
115,249
116,224
117,200
118,175
119,150
120,125
121,100
122,75
123,50
124,25
125,0
126,-25
127,-50
128,-75
129,-100
130,-125
131,-150
132,-175
133,-200
134,-224
135,-249
136,-273
137,-297
138,-321
139,-345
140,-368
141,-391
142,-414
143,-437
144,-460
145,-482
146,-504
147,-525
148,-546
149,-567
150,-588
151,-608
152,-628
153,-647
154,-666
155,-685
156,-703
157,-720
158,-738
159,-754
160,-771
161,-786
162,-802
163,-816
164,-831
165,-844
166,-858
167,-870
168,-882
169,-894
170,-905
171,-915
172,-925
173,-934
174,-943
175,-951
176,-959
177,-965
178,-972
179,-977
180,-982
181,-987
182,-990
183,-994
184,-996
185,-998
186,-999
187,-1000
188,-1000
189,-999
190,-998
191,-996
192,-994
193,-990
194,-987
195,-982
196,-977
197,-972
198,-965
199,-959
200,-951
201,-943
202,-934
203,-925
204,-915
205,-905
206,-894
207,-882
208,-870
209,-858
210,-844
211,-831
212,-816
213,-802
214,-786
215,-771
216,-754
217,-738
218,-720
219,-703
220,-685
221,-666
222,-647
223,-628
224,-608
225,-588
226,-567
227,-546
228,-525
229,-504
230,-482
231,-460
232,-437
233,-414
234,-391
235,-368
236,-345
237,-321
238,-297
239,-273
240,-249
241,-224
242,-200
243,-175
244,-150
245,-125
246,-100
247,-75
248,-50
249,-25
250,0
251,25
252,50
253,75
254,100
255,125
256,150
257,175
258,200
259,224
260,249
261,273
262,297
263,321
264,345
265,368
266,391
267,414
268,437
269,460
270,482
271,504
272,525
273,546
274,567
275,588
276,608
277,628
278,647
279,666
280,685
281,703
282,720
283,738
284,754
285,771
286,786
287,802
288,816
289,831
290,844
291,858
292,870
293,882
294,894
295,905
296,915
297,925
298,934
299,943
300,951
301,959
302,965
303,972
304,977
305,982
306,987
307,990
308,994
309,996
310,998
311,999
312,1000
313,1000
314,999
315,998
316,996
317,994
318,990
319,987
320,982
321,977
322,972
323,965
324,959
325,951
326,943
327,934
328,925
329,915
330,905
331,894
332,882
333,870
334,858
335,844
336,831
337,816
338,802
339,786
340,771
341,754
342,738
343,720
344,703
345,685
346,666
347,647
348,628
349,608
350,588
351,567
352,546
353,525
354,504
355,482
356,460
357,437
358,414
359,391
360,368
361,345
362,321
363,297
364,273
365,249
366,224
367,200
368,175
369,150
370,125
371,100
372,75
373,50
374,25
375,0
376,-25
377,-50
378,-75
379,-100
380,-125
381,-150
382,-175
383,-200
384,-224
385,-249
386,-273
387,-297
388,-321
389,-345
390,-368
391,-391
392,-414
393,-437
394,-460
395,-482
396,-504
397,-525
398,-546
399,-567
400,-588
401,-608
402,-628
403,-647
404,-666
405,-685
406,-703
407,-720
408,-738
409,-754
410,-771
411,-786
412,-802
413,-816
414,-831
415,-844
416,-858
417,-870
418,-882
419,-894
420,-905
421,-915
422,-925
423,-934
424,-943
425,-951
426,-959
427,-965
428,-972
429,-977
430,-982
431,-987
432,-990
433,-994
434,-996
435,-998
436,-999
437,-1000
438,-1000
439,-999
440,-998
441,-996
442,-994
443,-990
444,-987
445,-982
446,-977
447,-972
448,-965
449,-959
450,-951
451,-943
452,-934
453,-925
454,-915
455,-905
456,-894
457,-882
458,-870
459,-858
460,-844
461,-831
462,-816
463,-802
464,-786
465,-771
466,-754
467,-738
468,-720
469,-703
470,-685
471,-666
472,-647
473,-628
474,-608
475,-588
476,-567
477,-546
478,-525
479,-504
480,-482
481,-460
482,-437
483,-414
484,-391
485,-368
486,-345
487,-321
488,-297
489,-273
490,-249
491,-224
492,-200
493,-175
494,-150
495,-125
496,-100
497,-75
498,-50
499,-25
500,0
501,25
502,50
503,75
504,100
505,125
506,150
507,175
508,200
509,224
510,249
511,273
512,297
513,321
514,345
515,368
516,391
517,414
518,437
519,460
520,482
521,504
522,525
523,546
524,567
525,588
526,608
527,628
528,647
529,666
530,685
531,703
532,720
533,738
534,754
535,771
536,786
537,802
538,816
539,831
540,844
541,858
542,870
543,882
544,894
545,905
546,915
547,925
548,934
549,943
550,951
551,959
552,965
553,972
554,977
555,982
556,987
557,990
558,994
559,996
560,998
561,999
562,1000
563,1000
564,999
565,998
566,996
567,994
568,990
569,987
570,982
571,977
572,972
573,965
574,959
575,951
576,943
577,934
578,925
579,915
580,905
581,894
582,882
583,870
584,858
585,844
586,831
587,816
588,802
589,786
590,771
591,754
592,738
593,720
594,703
595,685
596,666
597,647
598,628
599,608
600,588
601,567
602,546
603,525
604,504
605,482
606,460
607,437
608,414
609,391
610,368
611,345
612,321
613,297
614,273
615,249
616,224
617,200
618,175
619,150
620,125
621,100
622,75
623,50
624,25
625,0
626,-25
627,-50
628,-75
629,-100
630,-125
631,-150
632,-175
633,-200
634,-224
635,-249
636,-273
637,-297
638,-321
639,-345
640,-368
641,-391
642,-414
643,-437
644,-460
645,-482
646,-504
647,-525
648,-546
649,-567
650,-588
651,-608
652,-628
653,-647
654,-666
655,-685
656,-703
657,-720
658,-738
659,-754
660,-771
661,-786
662,-802
663,-816
664,-831
665,-844
666,-858
667,-870
668,-882
669,-894
670,-905
671,-915
672,-925
673,-934
674,-943
675,-951
676,-959
677,-965
678,-972
679,-977
680,-982
681,-987
682,-990
683,-994
684,-996
685,-998
686,-999
687,-1000
688,-1000
689,-999
690,-998
691,-996
692,-994
693,-990
694,-987
695,-982
696,-977
697,-972
698,-965
699,-959
700,-951
701,-943
702,-934
703,-925
704,-915
705,-905
706,-894
707,-882
708,-870
709,-858
710,-844
711,-831
712,-816
713,-802
714,-786
715,-771
716,-754
717,-738
718,-720
719,-703
720,-685
721,-666
722,-647
723,-628
724,-608
725,-588
726,-567
727,-546
728,-525
729,-504
730,-482
731,-460
732,-437
733,-414
734,-391
735,-368
736,-345
737,-321
738,-297
739,-273
740,-249
741,-224
742,-200
743,-175
744,-150
745,-125
746,-100
747,-75
748,-50
749,-25
750,0
751,25
752,50
753,75
754,100
755,125
756,150
757,175
758,200
759,224
760,249
761,273
762,297
763,321
764,345
765,368
766,391
767,414
768,437
769,460
770,482
771,504
772,525
773,546
774,567
775,588
776,608
777,628
778,647
779,666
780,685
781,703
782,720
783,738
784,754
785,771
786,786
787,802
788,816
789,831
790,844
791,858
792,870
793,882
794,894
795,905
796,915
797,925
798,934
799,943
800,951
801,959
802,965
803,972
804,977
805,982
806,987
807,990
808,994
809,996
810,998
811,999
812,1000
813,1000
814,999
815,998
816,996
817,994
818,990
819,987
820,982
821,977
822,972
823,965
824,959
825,951
826,943
827,934
828,925
829,915
830,905
831,894
832,882
833,870
834,858
835,844
836,831
837,816
838,802
839,786
840,771
841,754
842,738
843,720
844,703
845,685
846,666
847,647
848,628
849,608
850,588
851,567
852,546
853,525
854,504
855,482
856,460
857,437
858,414
859,391
860,368
861,345
862,321
863,297
864,273
865,249
866,224
867,200
868,175
869,150
870,125
871,100
872,75
873,50
874,25
875,0
876,-25
877,-50
878,-75
879,-100
880,-125
881,-150
882,-175
883,-200
884,-224
885,-249
886,-273
887,-297
888,-321
889,-345
890,-368
891,-391
892,-414
893,-437
894,-460
895,-482
896,-504
897,-525
898,-546
899,-567
900,-588
901,-608
902,-628
903,-647
904,-666
905,-685
906,-703
907,-720
908,-738
909,-754
910,-771
911,-786
912,-802
913,-816
914,-831
915,-844
916,-858
917,-870
918,-882
919,-894
920,-905
921,-915
922,-925
923,-934
924,-943
925,-951
926,-959
927,-965
928,-972
929,-977
930,-982
931,-987
932,-990
933,-994
934,-996
935,-998
936,-999
937,-1000
938,-1000
939,-999
940,-998
941,-996
942,-994
943,-990
944,-987
945,-982
946,-977
947,-972
948,-965
949,-959
950,-951
951,-943
952,-934
953,-925
954,-915
955,-905
956,-894
957,-882
958,-870
959,-858
960,-844
961,-831
962,-816
963,-802
964,-786
965,-771
966,-754
967,-738
968,-720
969,-703
970,-685
971,-666
972,-647
973,-628
974,-608
975,-588
976,-567
977,-546
978,-525
979,-504
980,-482
981,-460
982,-437
983,-414
984,-391
985,-368
986,-345
987,-321
988,-297
989,-273
990,-249
991,-224
992,-200
993,-175
994,-150
995,-125
996,-100
997,-75
998,-50
999,-25
1000,0
1001,25
1002,50
1003,75
1004,100
1005,125
1006,150
1007,175
1008,200
1009,224
1010,249
1011,273
1012,297
1013,321
1014,345
1015,368
1016,391
1017,414
1018,437
1019,460
1020,482
1021,504
1022,525
1023,546
1024,567
1025,588
1026,608
1027,628
1028,647
1029,666
1030,685
1031,703
1032,720
1033,738
1034,754
1035,771
1036,786
1037,802
1038,816
1039,831
1040,844
1041,858
1042,870
1043,882
1044,894
1045,905
1046,915
1047,925
1048,934
1049,943
1050,951
1051,959
1052,965
1053,972
1054,977
1055,982
1056,987
1057,990
1058,994
1059,996
1060,998
1061,999
1062,1000
1063,1000
1064,999
1065,998
1066,996
1067,994
1068,990
1069,987
1070,982
1071,977
1072,972
1073,965
1074,959
1075,951
1076,943
1077,934
1078,925
1079,915
1080,905
1081,894
1082,882
1083,870
1084,858
1085,844
1086,831
1087,816
1088,802
1089,786
1090,771
1091,754
1092,738
1093,720
1094,703
1095,685
1096,666
1097,647
1098,628
1099,608
1100,588
1101,567
1102,546
1103,525
1104,504
1105,482
1106,460
1107,437
1108,414
1109,391
1110,368
1111,345
1112,321
1113,297
1114,273
1115,249
1116,224
1117,200
1118,175
1119,150
1120,125
1121,100
1122,75
1123,50
1124,25
1125,0
1126,-25
1127,-50
1128,-75
1129,-100
1130,-125
1131,-150
1132,-175
1133,-200
1134,-224
1135,-249
1136,-273
1137,-297
1138,-321
1139,-345
1140,-368
1141,-391
1142,-414
1143,-437
1144,-460
1145,-482
1146,-504
1147,-525
1148,-546
1149,-567
1150,-588
1151,-608
1152,-628
1153,-647
1154,-666
1155,-685
1156,-703
1157,-720
1158,-738
1159,-754
1160,-771
1161,-786
1162,-802
1163,-816
1164,-831
1165,-844
1166,-858
1167,-870
1168,-882
1169,-894
1170,-905
1171,-915
1172,-925
1173,-934
1174,-943
1175,-951
1176,-959
1177,-965
1178,-972
1179,-977
1180,-982
1181,-987
1182,-990
1183,-994
1184,-996
1185,-998
1186,-999
1187,-1000
1188,-1000
1189,-999
1190,-998
1191,-996
1192,-994
1193,-990
1194,-987
1195,-982
1196,-977
1197,-972
1198,-965
1199,-959
1200,-951
1201,-943
1202,-934
1203,-925
1204,-915
1205,-905
1206,-894
1207,-882
1208,-870
1209,-858
1210,-844
1211,-831
1212,-816
1213,-802
1214,-786
1215,-771
1216,-754
1217,-738
1218,-720
1219,-703
